PROJECT_CODE;APPLICATION_DOMAIN;FP_EFFORT;IFPUG_FP;IFPUG_ILF;IFPUG_EIF;IFPUG_EI;IFPUG_EQ;IFPUG_EO;IFPUG_PROD_GREZZA_FP;IS_ILF;IS_EIF;IS_EI;IS_EQ;IS_EO;IFPUG_PROD_ATTESA_FP;STRUCTURAL_PROD_INDEX;DIST_STRUTTURALE;CLUSTER;DATASET_TYPE;CLASSE_COERENZA;NOTE_PROFILO
PRJ_INTEGRATION_062;Integration;9,10;9,00;0,00;0,00;1,00;0,00;1,00;0,99;0,00;0,00;0,50;0,00;0,50;1,80;0,55;0,17;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_063;Integration;44,50;71,00;0,00;0,00;8,00;1,00;7,00;1,60;0,00;0,00;0,50;0,06;0,44;1,81;0,88;0,10;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_064;Integration;27,30;48,00;0,00;0,00;5,00;2,00;4,00;1,76;0,00;0,00;0,45;0,18;0,36;1,82;0,96;0,09;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_065;Integration;10,80;44,00;0,00;0,00;5,00;1,00;4,00;4,07;0,00;0,00;0,50;0,10;0,40;1,82;2,24;0,09;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_066;Integration;133,30;136,00;0,00;0,00;12,00;7,00;12,00;1,02;0,00;0,00;0,39;0,23;0,39;1,83;0,56;0,11;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_067;Integration;29,00;44,00;0,00;0,00;5,00;1,00;4,00;1,52;0,00;0,00;0,50;0,10;0,40;1,82;0,84;0,09;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_068;Integration;42,10;46,00;0,00;0,00;4,00;0,00;6,00;1,09;0,00;0,00;0,40;0,00;0,60;1,80;0,61;0,21;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_069;Integration;21,10;35,00;0,00;0,00;4,00;1,00;3,00;1,66;0,00;0,00;0,50;0,12;0,38;1,82;0,91;0,10;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_070;Integration;7,30;26,00;0,00;0,00;3,00;1,00;2,00;3,56;0,00;0,00;0,50;0,17;0,33;1,83;1,95;0,13;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_071;Integration;8,50;22,00;0,00;0,00;2,00;1,00;2,00;2,59;0,00;0,00;0,40;0,20;0,40;1,82;1,42;0,08;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_072;Integration;17,80;26,00;0,00;0,00;3,00;1,00;2,00;1,46;0,00;0,00;0,50;0,17;0,33;1,83;0,80;0,13;0;B;Media coerenza;Struttura e/o resa moderatamente diverse ma ancora compatibili con il profilo strutturale del dominio/cluster.
PRJ_INTEGRATION_073;Integration;7,90;18,00;0,00;0,00;1,00;1,00;2,00;2,28;0,00;0,00;0,25;0,25;0,50;1,82;1,25;0,22;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_074;Integration;7,00;17,00;0,00;0,00;2,00;1,00;1,00;2,43;0,00;0,00;0,50;0,25;0,25;1,84;1,32;0,23;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_075;Integration;17,80;18,00;0,00;0,00;1,00;1,00;2,00;1,01;0,00;0,00;0,25;0,25;0,50;1,82;0,55;0,22;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_076;Integration;10,50;13,00;0,00;0,00;1,00;1,00;1,00;1,24;0,00;0,00;0,33;0,33;0,33;1,84;0,67;0,24;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_077;Integration;7,90;9,00;0,00;0,00;1,00;0,00;1,00;1,14;0,00;0,00;0,50;0,00;0,50;1,80;0,63;0,17;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
PRJ_INTEGRATION_078;Integration;7,00;8,00;0,00;0,00;2,00;0,00;0,00;1,14;0,00;0,00;1,00;0,00;0,00;1,83;0,63;0,74;0;B;Bassa coerenza;Struttura e/o resa significativamente diverse dal profilo strutturale del dominio/cluster: possibile outlier o contesto non confrontabile.
